card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fight_date,fights_location,round_format,round_fought,weight_class,winner,winning_method
UFC Fight Night: Jung vs. Ige,Josh Parisian,49%,160,7,1,Roque Martinez,56%,114,0,0,June 19 2021,"Las Vegas, Nevada, USA",3,3,Heavyweight,Josh Parisian,S-DEC
UFC Fight Night: Jung vs. Ige,Virna Jandiroba,52%,44,1,0,Kanako Murata,45%,80,0,0,June 19 2021,"Las Vegas, Nevada, USA",3,2,Women's Strawweight,Virna Jandiroba,KO/TKO
UFC Fight Night: Jung vs. Ige,SeungWoo Choi,50%,20,0,0,Julian Erosa,44%,29,0,0,June 19 2021,"Las Vegas, Nevada, USA",3,1,Featherweight,SeungWoo Choi,KO/TKO
UFC Fight Night: Jung vs. Ige,Bruno Silva,100%,1,10,0,Wellington Turman,73%,26,2,0,June 19 2021,"Las Vegas, Nevada, USA",3,1,Middleweight,Bruno Silva,KO/TKO
UFC Fight Night: Jung vs. Ige,Matt Brown,55%,49,0,0,Dhiego Lima,42%,54,4,0,June 19 2021,"Las Vegas, Nevada, USA",3,2,Welterweight,Matt Brown,KO/TKO
UFC Fight Night: Jung vs. Ige,Serghei Spivac,48%,121,2,1,Aleksei Oleinik,52%,136,0,0,June 19 2021,"Las Vegas, Nevada, USA",3,3,Heavyweight,Serghei Spivac,U-DEC
UFC Fight Night: Jung vs. Ige,Nicolae Negumereanu,68%,148,2,0,Aleksa Camur,36%,193,5,1,June 19 2021,"Las Vegas, Nevada, USA",3,3,Light Heavyweight,Nicolae Negumereanu,S-DEC
UFC Fight Night: Jung vs. Ige,Chan Sung Jung,55%,166,5,3,Dan Ige,47%,168,4,0,June 19 2021,"Las Vegas, Nevada, USA",5,5,Featherweight,Chan Sung Jung,U-DEC
UFC 264: Poirier vs. McGregor 3,Zhalgas Zhumagulov,41%,24,0,0,Jerome Rivera,27%,40,1,0,July 10 2021,"Las Vegas, Nevada, USA",3,1,Flyweight,Zhalgas Zhumagulov,SUB
UFC 264: Poirier vs. McGregor 3,Brad Tavares,28%,166,9,2,Omari Akhmedov,56%,150,0,0,July 10 2021,"Las Vegas, Nevada, USA",3,3,Middleweight,Brad Tavares,S-DEC
UFC Fight Night: Jung vs. Ige,Marlon Vera,64%,162,2,2,Davey Grant,49%,168,2,1,June 19 2021,"Las Vegas, Nevada, USA",3,3,Bantamweight,Marlon Vera,U-DEC
UFC 264: Poirier vs. McGregor 3,Jennifer Maia,36%,265,0,0,Jessica Eye,36%,276,3,2,July 10 2021,"Las Vegas, Nevada, USA",3,3,Women's Flyweight,Jennifer Maia,U-DEC
UFC 264: Poirier vs. McGregor 3,Ilia Topuria,58%,17,3,0,Ryan Hall,56%,32,0,0,July 10 2021,"Las Vegas, Nevada, USA",3,1,Featherweight,Ilia Topuria,KO/TKO
UFC 264: Poirier vs. McGregor 3,Dricus Du Plessis,31%,32,0,0,Trevin Giles,52%,48,4,2,July 10 2021,"Las Vegas, Nevada, USA",3,2,Middleweight,Dricus Du Plessis,KO/TKO
UFC 264: Poirier vs. McGregor 3,Michel Pereira,42%,180,2,0,Niko Price,59%,154,6,3,July 10 2021,"Las Vegas, Nevada, USA",3,3,Welterweight,Michel Pereira,U-DEC
UFC 264: Poirier vs. McGregor 3,Gilbert Burns,67%,43,6,3,Stephen Thompson,35%,53,0,0,July 10 2021,"Las Vegas, Nevada, USA",3,3,Welterweight,Gilbert Burns,U-DEC
UFC 264: Poirier vs. McGregor 3,Sean O'Malley,72%,318,0,0,Kris Moutinho,32%,218,0,0,July 10 2021,"Las Vegas, Nevada, USA",3,3,Bantamweight,Sean O'Malley,KO/TKO
UFC 264: Poirier vs. McGregor 3,Max Griffin,35%,176,4,0,Carlos Condit,54%,171,1,1,July 10 2021,"Las Vegas, Nevada, USA",3,3,Welterweight,Max Griffin,U-DEC
UFC 264: Poirier vs. McGregor 3,Irene Aldana,56%,66,0,0,Yana Kunitskaya,48%,49,0,0,July 10 2021,"Las Vegas, Nevada, USA",3,1,Women's Bantamweight,Irene Aldana,KO/TKO
UFC 263: Adesanya vs. Vettori 2,Fares Ziam,32%,121,0,0,Luigi Vendramini,35%,95,6,1,June 12 2021,"Glendale, Arizona, USA",3,3,Lightweight,Fares Ziam,M-DEC
UFC 264: Poirier vs. McGregor 3,Tai Tuivasa,47%,23,0,0,Greg Hardy,40%,15,0,0,July 10 2021,"Las Vegas, Nevada, USA",3,1,Heavyweight,Tai Tuivasa,KO/TKO
UFC 264: Poirier vs. McGregor 3,Dustin Poirier,54%,66,2,1,Conor McGregor,71%,38,0,0,July 10 2021,"Las Vegas, Nevada, USA",5,1,Lightweight,Dustin Poirier,KO/TKO
UFC 263: Adesanya vs. Vettori 2,Eryk Anders,59%,74,4,0,Darren Stewart,56%,58,4,2,June 12 2021,"Glendale, Arizona, USA",3,3,Light Heavyweight,Eryk Anders,U-DEC
UFC 263: Adesanya vs. Vettori 2,Carlos Felipe,48%,192,0,0,Jake Collier,46%,281,1,0,June 12 2021,"Glendale, Arizona, USA",3,3,Heavyweight,Carlos Felipe,S-DEC
UFC 263: Adesanya vs. Vettori 2,Steven Peterson,50%,61,8,3,Chase Hooper,72%,68,1,1,June 12 2021,"Glendale, Arizona, USA",3,3,Featherweight,Steven Peterson,U-DEC
UFC 263: Adesanya vs. Vettori 2,Lauren Murphy,54%,148,6,1,Joanne Wood,53%,228,0,0,June 12 2021,"Glendale, Arizona, USA",3,3,Women's Flyweight,Lauren Murphy,S-DEC
UFC 263: Adesanya vs. Vettori 2,Pannie Kianzad,49%,249,0,0,Alexis Davis,52%,251,1,1,June 12 2021,"Glendale, Arizona, USA",3,3,Women's Bantamweight,Pannie Kianzad,U-DEC
UFC 263: Adesanya vs. Vettori 2,Paul Craig,92%,25,1,0,Jamahal Hill,12%,8,0,0,June 12 2021,"Glendale, Arizona, USA",3,1,Light Heavyweight,Paul Craig,KO/TKO
UFC 263: Adesanya vs. Vettori 2,Brad Riddell,43%,168,5,1,Drew Dober,64%,137,11,5,June 12 2021,"Glendale, Arizona, USA",3,3,Lightweight,Brad Riddell,U-DEC
UFC 263: Adesanya vs. Vettori 2,Movsar Evloev,46%,90,13,9,Hakeem Dawodu,42%,92,1,0,June 12 2021,"Glendale, Arizona, USA",3,3,Featherweight,Movsar Evloev,U-DEC
UFC 263: Adesanya vs. Vettori 2,Belal Muhammad,39%,53,21,1,Demian Maia,35%,127,0,0,June 12 2021,"Glendale, Arizona, USA",3,3,Welterweight,Belal Muhammad,U-DEC
UFC 263: Adesanya vs. Vettori 2,Israel Adesanya,53%,181,0,0,Marvin Vettori,32%,176,14,4,June 12 2021,"Glendale, Arizona, USA",5,5,Middleweight,Israel Adesanya,U-DEC
UFC 262: Oliveira vs. Chandler,Christos Giagos,40%,54,5,3,Sean Soriano,62%,53,0,0,May 15 2021,"Houston, Texas, USA",3,2,Lightweight,Christos Giagos,SUB
UFC 263: Adesanya vs. Vettori 2,Leon Edwards,58%,132,5,4,Nate Diaz,46%,162,0,0,June 12 2021,"Glendale, Arizona, USA",5,5,Welterweight,Leon Edwards,U-DEC
UFC 262: Oliveira vs. Chandler,Tucker Lutz,56%,144,2,0,Kevin Aguilar,55%,177,4,3,May 15 2021,"Houston, Texas, USA",3,3,Featherweight,Tucker Lutz,U-DEC
UFC 262: Oliveira vs. Chandler,Priscila Cachoeira,68%,48,9,4,Gina Mazany,63%,57,0,0,May 15 2021,"Houston, Texas, USA",3,2,Women's Flyweight,Priscila Cachoeira,KO/TKO
UFC 263: Adesanya vs. Vettori 2,Brandon Moreno,66%,36,1,1,Deiveson Figueiredo,55%,85,2,2,June 12 2021,"Glendale, Arizona, USA",5,3,Flyweight,Brandon Moreno,SUB
UFC 262: Oliveira vs. Chandler,Edson Barboza,44%,180,0,0,Shane Burgos,51%,191,0,0,May 15 2021,"Houston, Texas, USA",3,3,Featherweight,Edson Barboza,KO/TKO
UFC 262: Oliveira vs. Chandler,Lando Vannata,47%,168,1,1,Mike Grundy,50%,63,20,3,May 15 2021,"Houston, Texas, USA",3,3,Featherweight,Lando Vannata,S-DEC
UFC 262: Oliveira vs. Chandler,Andre Muniz,57%,19,2,1,Jacare Souza,58%,12,3,2,May 15 2021,"Houston, Texas, USA",3,1,Middleweight,Andre Muniz,SUB
UFC 262: Oliveira vs. Chandler,Andrea Lee,72%,62,3,3,Antonina Shevchenko,56%,41,0,0,May 15 2021,"Houston, Texas, USA",3,2,Women's Flyweight,Andrea Lee,SUB
UFC 262: Oliveira vs. Chandler,Matt Schnell,48%,135,0,0,Rogerio Bontorin,58%,124,1,1,May 15 2021,"Houston, Texas, USA",3,3,Bantamweight,Matt Schnell,Overturned
UFC 262: Oliveira vs. Chandler,Jordan Wright,81%,32,0,0,Jamie Pickett,80%,5,0,0,May 15 2021,"Houston, Texas, USA",3,1,Middleweight,Jordan Wright,KO/TKO
UFC 262: Oliveira vs. Chandler,Katlyn Chookagian,43%,292,0,0,Viviane Araujo,45%,196,3,1,May 15 2021,"Houston, Texas, USA",3,3,Women's Flyweight,Katlyn Chookagian,U-DEC
UFC 262: Oliveira vs. Chandler,Charles Oliveira,75%,32,2,1,Michael Chandler,54%,55,0,0,May 15 2021,"Houston, Texas, USA",5,2,Lightweight,Charles Oliveira,KO/TKO
UFC 262: Oliveira vs. Chandler,Beneil Dariush,44%,34,0,0,Tony Ferguson,41%,55,6,3,May 15 2021,"Houston, Texas, USA",3,3,Lightweight,Beneil Dariush,U-DEC
UFC 5: The Return of the Beast,Guy Mezger,70%,17,0,0,John Dowdy,0%,4,0,0,April 07 1995,"Charlotte, North Carolina, USA",1,1,Open Weight,Guy Mezger,KO/TKO
UFC - Ultimate Ultimate '95,David Abbott,100%,1,1,1,Steve Jennum,0%,1,0,0,December 16 1995,"Denver, Colorado, USA",1,1,Open Weight,David Abbott,SUB
UFC 9: Motor City Madness,Steve Nelmark,81%,16,2,2,Tai Bowden,100%,4,0,0,May 17 1996,"Detroit, Michigan, USA",1,1,Open Weight,Steve Nelmark,KO/TKO
UFC 8: David vs Goliath,Don Frye,75%,4,0,0,Thomas Ramirez,50%,2,0,0,February 16 1996,"San Juan, Puerto Rico",1,1,Open Weight,Don Frye,KO/TKO
UFC 8: David vs Goliath,Paul Varelans,23%,38,0,0,Joe Moreira,42%,28,3,0,February 16 1996,"San Juan, Puerto Rico",1,1,Open Weight,Paul Varelans,U-DEC
UFC 13: The Ultimate Force,Jack Nilson,84%,13,0,0,Saeed Hosseini,20%,5,0,0,May 30 1997,"Augusta, Georgia, USA",1,1,Lightweight,Jack Nilson,KO/TKO
UFC - Ultimate Japan,Tra Telligman,35%,17,0,0,Brad Kohler,50%,24,6,3,December 21 1997,"Yokohama, Kanagawa, Japan",1,1,Heavyweight,Tra Telligman,SUB
UFC - Ultimate Japan,David Abbott,41%,31,4,3,Yoji Anjo,100%,9,1,0,December 21 1997,"Yokohama, Kanagawa, Japan",1,2,Heavyweight,David Abbott,U-DEC
UFC - Ultimate Japan,Frank Shamrock,100%,1,0,0,Kevin Jackson,66%,3,1,1,December 21 1997,"Yokohama, Kanagawa, Japan",1,1,Lightweight,Frank Shamrock,SUB
UFC - Ultimate Japan,Kazushi Sakuraba,50%,2,1,1,Marcus Silveira,50%,2,1,1,December 21 1997,"Yokohama, Kanagawa, Japan",1,1,Heavyweight,Kazushi Sakuraba,SUB
UFC - Ultimate Japan,Kazushi Sakuraba,0%,1,1,0,Marcus Silveira,40%,10,1,1,December 21 1997,"Yokohama, Kanagawa, Japan",1,1,Heavyweight,Kazushi Sakuraba,Overturned
UFC 15: Collision Course,Dwayne Cason,50%,22,1,1,Houston Dorr,50%,2,0,0,October 17 1997,"Bay St. Louis, Mississippi, USA",1,1,Heavyweight,Dwayne Cason,KO/TKO
UFC - Ultimate Japan,Randy Couture,61%,31,3,3,Maurice Smith,52%,17,0,0,December 21 1997,"Yokohama, Kanagawa, Japan",1,3,Heavyweight,Randy Couture,M-DEC
UFC 15: Collision Course,Maurice Smith,92%,13,0,0,David Abbott,22%,22,0,0,October 17 1997,"Bay St. Louis, Mississippi, USA",1,1,Heavyweight,Maurice Smith,SUB
UFC 15: Collision Course,Mark Kerr,50%,2,0,0,Greg Stott,0%,3,0,0,October 17 1997,"Bay St. Louis, Mississippi, USA",1,1,Heavyweight,Mark Kerr,KO/TKO
UFC 15: Collision Course,Alex Hunter,61%,18,5,1,Harry Moskowitz,54%,22,1,1,October 17 1997,"Bay St. Louis, Mississippi, USA",1,1,Heavyweight,Alex Hunter,S-DEC
UFC 13: The Ultimate Force,Guy Mezger,64%,54,0,0,Christophe Leninger,18%,16,2,0,May 30 1997,"Augusta, Georgia, USA",1,2,Lightweight,Guy Mezger,U-DEC
UFC 15: Collision Course,Randy Couture,79%,43,1,1,Vitor Belfort,28%,21,1,0,October 17 1997,"Bay St. Louis, Mississippi, USA",1,1,Heavyweight,Randy Couture,KO/TKO
UFC 15: Collision Course,Dave Beneteau,46%,28,3,3,Carlos Barreto,34%,32,4,2,October 17 1997,"Bay St. Louis, Mississippi, USA",1,2,Heavyweight,Dave Beneteau,U-DEC
UFC 13: The Ultimate Force,Vitor Belfort,62%,24,1,1,David Abbott,40%,5,1,0,May 30 1997,"Augusta, Georgia, USA",1,1,Heavyweight,Vitor Belfort,KO/TKO
UFC 13: The Ultimate Force,Guy Mezger,0%,5,1,0,Tito Ortiz,26%,19,1,1,May 30 1997,"Augusta, Georgia, USA",1,1,Lightweight,Guy Mezger,SUB
UFC - Ultimate Ultimate '96,Kimo Leopoldo,81%,11,3,0,Paul Varelans,75%,28,0,0,December 07 1996,"Birmingham, Alabama, USA",1,1,Open Weight,Kimo Leopoldo,KO/TKO
UFC - Ultimate Ultimate '96,Don Frye,33%,18,0,0,David Abbott,46%,28,0,0,December 07 1996,"Birmingham, Alabama, USA",1,1,Open Weight,Don Frye,SUB
UFC - Ultimate Ultimate '96,Don Frye,53%,30,0,0,Gary Goodridge,53%,26,1,1,December 07 1996,"Birmingham, Alabama, USA",1,1,Open Weight,Don Frye,SUB
UFC - Ultimate Ultimate '96,David Abbott,52%,17,1,1,Steve Nelmark,100%,2,0,0,December 07 1996,"Birmingham, Alabama, USA",1,1,Open Weight,David Abbott,KO/TKO
UFC - Ultimate Ultimate '96,David Abbott,44%,9,1,0,Cal Worsham,71%,7,0,0,December 07 1996,"Birmingham, Alabama, USA",1,1,Open Weight,David Abbott,KO/TKO
UFC 14: Showdown,Alex Hunter,58%,12,1,1,Sam Fulton,100%,1,0,0,July 27 1997,"Birmingham, Alabama, USA",1,1,Heavyweight,Alex Hunter,SUB
UFC - Ultimate Ultimate '96,Ken Shamrock,56%,39,1,1,Brian Johnston,33%,3,0,0,December 07 1996,"Birmingham, Alabama, USA",1,1,Open Weight,Ken Shamrock,SUB
UFC 14: Showdown,Kevin Jackson,50%,6,1,1,Todd Butler,25%,4,0,0,July 27 1997,"Birmingham, Alabama, USA",1,1,Lightweight,Kevin Jackson,KO/TKO
UFC 14: Showdown,Joe Moreira,77%,9,3,3,Yuri Vaulin,20%,5,0,0,July 27 1997,"Birmingham, Alabama, USA",1,2,Lightweight,Joe Moreira,U-DEC
UFC 14: Showdown,Mark Kerr,70%,20,1,1,Moti Horenstein,50%,2,0,0,July 27 1997,"Birmingham, Alabama, USA",1,1,Heavyweight,Mark Kerr,KO/TKO
UFC 14: Showdown,Tony Fryklund,62%,8,1,1,Donnie Chappell,0%,2,0,0,July 27 1997,"Birmingham, Alabama, USA",1,1,Lightweight,Tony Fryklund,SUB
UFC 14: Showdown,Kevin Jackson,50%,4,1,1,Tony Fryklund,0%,1,0,0,July 27 1997,"Birmingham, Alabama, USA",1,1,Lightweight,Kevin Jackson,SUB
UFC 14: Showdown,Mark Kerr,50%,6,1,1,Dan Bobish,0%,1,0,0,July 27 1997,"Birmingham, Alabama, USA",1,1,Heavyweight,Mark Kerr,SUB
UFC 14: Showdown,Dan Bobish,42%,21,1,1,Brian Johnston,60%,10,0,0,July 27 1997,"Birmingham, Alabama, USA",1,1,Heavyweight,Dan Bobish,SUB
UFC 14: Showdown,Maurice Smith,84%,65,0,0,Mark Coleman,44%,43,7,2,July 27 1997,"Birmingham, Alabama, USA",1,3,Heavyweight,Maurice Smith,U-DEC
UFC 11: The Proving Ground,Mark Coleman,90%,10,1,1,Brian Johnston,60%,5,0,0,September 20 1996,"Augusta, Georgia, USA",1,1,Open Weight,Mark Coleman,KO/TKO
UFC 11: The Proving Ground,Jerry Bohlander,85%,21,1,1,Fabio Gurgel,66%,3,3,1,September 20 1996,"Augusta, Georgia, USA",1,1,Open Weight,Jerry Bohlander,U-DEC
UFC 11: The Proving Ground,David Abbott,88%,9,1,1,Sam Adkins,0%,2,0,0,September 20 1996,"Augusta, Georgia, USA",1,1,Open Weight,David Abbott,SUB
UFC 11: The Proving Ground,Scott Ferrozzo,63%,94,1,0,David Abbott,42%,50,1,0,September 20 1996,"Augusta, Georgia, USA",1,2,Open Weight,Scott Ferrozzo,U-DEC
UFC 12: Judgement Day,Vitor Belfort,58%,29,0,0,Tra Telligman,14%,7,0,0,February 07 1997,"Dothan, Alabama, USA",1,1,Heavyweight,Vitor Belfort,KO/TKO
UFC 12: Judgement Day,Yoshiki Takahashi,46%,43,1,1,Wallid Ismail,5%,17,10,1,February 07 1997,"Dothan, Alabama, USA",1,2,Lightweight,Yoshiki Takahashi,U-DEC
UFC 12: Judgement Day,Vitor Belfort,75%,12,0,0,Scott Ferrozzo,0%,2,0,0,February 07 1997,"Dothan, Alabama, USA",1,1,Heavyweight,Vitor Belfort,KO/TKO
UFC 12: Judgement Day,Scott Ferrozzo,71%,42,2,2,Jim Mullen,60%,5,0,0,February 07 1997,"Dothan, Alabama, USA",1,1,Heavyweight,Scott Ferrozzo,KO/TKO
UFC 12: Judgement Day,Mark Coleman,33%,12,0,0,Dan Severn,50%,4,3,0,February 07 1997,"Dothan, Alabama, USA",1,1,Heavyweight,Mark Coleman,SUB
UFC 10: The Tournament,Don Frye,96%,28,1,1,Mark Hall,100%,2,0,0,July 12 1996,"Birmingham, Alabama, USA",1,1,Open Weight,Don Frye,KO/TKO
UFC 10: The Tournament,Mark Coleman,83%,30,2,1,Moti Horenstein,0%,1,0,0,July 12 1996,"Birmingham, Alabama, USA",1,1,Open Weight,Mark Coleman,KO/TKO
UFC 10: The Tournament,Don Frye,68%,16,1,1,Brian Johnston,50%,22,0,0,July 12 1996,"Birmingham, Alabama, USA",1,1,Open Weight,Don Frye,KO/TKO
UFC 10: The Tournament,Brian Johnston,40%,5,2,1,Scott Fiedler,75%,4,0,0,July 12 1996,"Birmingham, Alabama, USA",1,1,Open Weight,Brian Johnston,KO/TKO
UFC 10: The Tournament,Gary Goodridge,83%,6,0,0,John Campetella,71%,7,1,0,July 12 1996,"Birmingham, Alabama, USA",1,1,Open Weight,Gary Goodridge,KO/TKO
UFC 10: The Tournament,Mark Coleman,68%,48,2,2,Gary Goodridge,42%,7,0,0,July 12 1996,"Birmingham, Alabama, USA",1,1,Open Weight,Mark Coleman,SUB
UFC 10: The Tournament,Mark Coleman,56%,60,5,3,Don Frye,16%,6,2,0,July 12 1996,"Birmingham, Alabama, USA",1,1,Open Weight,Mark Coleman,KO/TKO
UFC 10: The Tournament,Geza Kalman,58%,36,2,0,Dieusel Berto,60%,5,1,0,July 12 1996,"Birmingham, Alabama, USA",1,1,Open Weight,Geza Kalman,KO/TKO
UFC 7: The Brawl in Buffalo,Scott Bessac,20%,5,0,0,David Hood,66%,3,0,0,September 08 1995,"Buffalo, New York, USA",1,1,Open Weight,Scott Bessac,SUB
UFC 7: The Brawl in Buffalo,Paul Varelans,100%,4,1,1,Gerry Harris,0%,2,0,0,September 08 1995,"Buffalo, New York, USA",1,1,Open Weight,Paul Varelans,KO/TKO
UFC 7: The Brawl in Buffalo,Paul Varelans,66%,3,1,1,Mark Hall,66%,3,0,0,September 08 1995,"Buffalo, New York, USA",1,1,Open Weight,Paul Varelans,SUB
UFC 7: The Brawl in Buffalo,Mark Hall,25%,4,0,0,Harold Howard,80%,5,2,1,September 08 1995,"Buffalo, New York, USA",1,1,Open Weight,Mark Hall,KO/TKO
UFC 7: The Brawl in Buffalo,Marco Ruas,57%,7,0,0,Remco Pardoel,50%,4,1,1,September 08 1995,"Buffalo, New York, USA",1,1,Open Weight,Marco Ruas,SUB
UFC 7: The Brawl in Buffalo,Marco Ruas,55%,59,0,0,Paul Varelans,33%,30,0,0,September 08 1995,"Buffalo, New York, USA",1,1,Open Weight,Marco Ruas,KO/TKO
UFC 7: The Brawl in Buffalo,Marco Ruas,100%,1,1,1,Larry Cureton,85%,7,0,0,September 08 1995,"Buffalo, New York, USA",1,1,Open Weight,Marco Ruas,SUB
UFC 7: The Brawl in Buffalo,Ken Shamrock,50%,58,1,1,Oleg Taktarov,18%,22,2,0,September 08 1995,"Buffalo, New York, USA",1,2,Open Weight,Ken Shamrock,Other
UFC 8: David vs Goliath,Jerry Bohlander,77%,9,0,0,Scott Ferrozzo,75%,12,4,2,February 16 1996,"San Juan, Puerto Rico",1,1,Open Weight,Jerry Bohlander,SUB
UFC 9: Motor City Madness,Don Frye,77%,59,1,1,Amaury Bitetti,40%,5,6,0,May 17 1996,"Detroit, Michigan, USA",1,1,Open Weight,Don Frye,KO/TKO
UFC 8: David vs Goliath,Don Frye,55%,9,1,1,Sam Adkins,0%,3,0,0,February 16 1996,"San Juan, Puerto Rico",1,1,Open Weight,Don Frye,KO/TKO
UFC 9: Motor City Madness,Mark Hall,100%,3,0,0,Koji Kitao,50%,2,1,1,May 17 1996,"Detroit, Michigan, USA",1,1,Open Weight,Mark Hall,KO/TKO
UFC 9: Motor City Madness,Cal Worsham,81%,11,1,1,Zane Frazier,50%,2,0,0,May 17 1996,"Detroit, Michigan, USA",1,1,Open Weight,Cal Worsham,KO/TKO
UFC 9: Motor City Madness,Mark Schultz,27%,29,3,3,Gary Goodridge,25%,4,0,0,May 17 1996,"Detroit, Michigan, USA",1,1,Open Weight,Mark Schultz,KO/TKO
UFC 8: David vs Goliath,Ken Shamrock,0%,1,1,1,Kimo Leopoldo,80%,5,0,0,February 16 1996,"San Juan, Puerto Rico",1,1,Open Weight,Ken Shamrock,SUB
UFC 9: Motor City Madness,Dan Severn,21%,75,2,0,Ken Shamrock,22%,81,1,0,May 17 1996,"Detroit, Michigan, USA",1,3,Open Weight,Dan Severn,S-DEC
UFC 8: David vs Goliath,Don Frye,57%,21,0,0,Gary Goodridge,33%,6,3,1,February 16 1996,"San Juan, Puerto Rico",1,1,Open Weight,Don Frye,KO/TKO
UFC 6: Clash of the Titans,Paul Varelans,36%,22,0,0,Cal Worsham,27%,33,1,0,July 14 1995,"Casper, Wyoming, USA",1,1,Open Weight,Paul Varelans,KO/TKO
UFC 8: David vs Goliath,Gary Goodridge,50%,6,1,1,Jerry Bohlander,12%,8,1,0,February 16 1996,"San Juan, Puerto Rico",1,1,Open Weight,Gary Goodridge,KO/TKO
UFC 6: Clash of the Titans,Oleg Taktarov,0%,2,1,0,Dave Beneteau,35%,14,1,1,July 14 1995,"Casper, Wyoming, USA",1,1,Open Weight,Oleg Taktarov,SUB
UFC 6: Clash of the Titans,David Abbott,66%,21,1,1,Paul Varelans,50%,2,0,0,July 14 1995,"Casper, Wyoming, USA",1,1,Open Weight,David Abbott,KO/TKO
UFC 6: Clash of the Titans,Oleg Taktarov,40%,10,3,0,David Abbott,37%,45,3,2,July 14 1995,"Casper, Wyoming, USA",1,1,Open Weight,Oleg Taktarov,SUB
UFC 6: Clash of the Titans,Ken Shamrock,40%,5,1,0,Dan Severn,100%,2,1,0,July 14 1995,"Casper, Wyoming, USA",1,1,Open Weight,Ken Shamrock,SUB
UFC - Ultimate Ultimate '95,Marco Ruas,70%,10,2,1,Keith Hackney,25%,4,0,0,December 16 1995,"Denver, Colorado, USA",1,1,Open Weight,Marco Ruas,SUB
UFC - Ultimate Ultimate '95,Oleg Taktarov,0%,1,0,0,Dave Beneteau,40%,5,0,0,December 16 1995,"Denver, Colorado, USA",1,1,Open Weight,Oleg Taktarov,SUB
UFC - Ultimate Ultimate '95,Oleg Taktarov,18%,33,3,0,Marco Ruas,26%,53,0,0,December 16 1995,"Denver, Colorado, USA",1,1,Open Weight,Oleg Taktarov,U-DEC
UFC - Ultimate Ultimate '95,Dan Severn,87%,65,2,1,David Abbott,50%,6,0,0,December 16 1995,"Denver, Colorado, USA",1,1,Open Weight,Dan Severn,U-DEC
UFC - Ultimate Ultimate '95,Dan Severn,30%,79,0,0,Oleg Taktarov,27%,29,1,0,December 16 1995,"Denver, Colorado, USA",1,2,Open Weight,Dan Severn,U-DEC
UFC 5: The Return of the Beast,Dan Severn,50%,4,1,1,Joe Charles,100%,1,0,0,April 07 1995,"Charlotte, North Carolina, USA",1,1,Open Weight,Dan Severn,SUB
UFC 5: The Return of the Beast,Ken Shamrock,45%,22,1,1,Royce Gracie,25%,12,1,0,April 07 1995,"Charlotte, North Carolina, USA",1,2,Open Weight,Ken Shamrock,Other
UFC 5: The Return of the Beast,Todd Medina,100%,4,1,1,Larry Cureton,50%,2,0,0,April 07 1995,"Charlotte, North Carolina, USA",1,1,Open Weight,Todd Medina,SUB
UFC 5: The Return of the Beast,Dan Severn,66%,3,1,1,Dave Beneteau,33%,6,0,0,April 07 1995,"Charlotte, North Carolina, USA",1,1,Open Weight,Dan Severn,SUB
UFC 5: The Return of the Beast,Jon Hess,60%,28,0,0,Andy Anderson,100%,2,2,0,April 07 1995,"Charlotte, North Carolina, USA",1,1,Open Weight,Jon Hess,KO/TKO
UFC - Ultimate Brazil,Tulio Palhares,70%,44,4,4,Adriano Santos,30%,36,3,2,October 16 1998,"Sao Paulo, Brazil",1,1,Middleweight,Tulio Palhares,KO/TKO
UFC 18: The Road to the Heavyweight Title,Laverne Clark,50%,30,2,2,Frank Caracci,0%,2,2,0,January 08 1999,"New Orleans, Louisiana, USA",1,1,Lightweight,Laverne Clark,KO/TKO
UFC 18: The Road to the Heavyweight Title,Evan Tanner,64%,37,1,1,Darrel Gholar,15%,26,1,1,January 08 1999,"New Orleans, Louisiana, USA",1,1,Middleweight,Evan Tanner,SUB
UFC 20: Battle for the Gold,Ron Waterman,75%,8,1,1,Chris Condo,0%,2,0,0,May 07 1999,"Birmingham, Alabama, USA",1,1,Heavyweight,Ron Waterman,KO/TKO
UFC 22: Only One Can be Champion,Jens Pulver,59%,81,1,0,Alfonso Alcarez,54%,62,2,1,September 24 1999,"Lake Charles, Louisiana, USA",2,2,Lightweight,Jens Pulver,M-DEC
UFC 22: Only One Can be Champion,John Lewis,32%,61,1,1,Lowell Anderson,27%,33,1,0,September 24 1999,"Lake Charles, Louisiana, USA",3,3,Middleweight,John Lewis,KO/TKO
UFC 24: First Defense,Shonie Carter,55%,40,6,5,Brad Gumm,34%,35,2,0,March 10 2000,"Lake Charles, Louisiana, USA",2,2,Lightweight,Shonie Carter,U-DEC
UFC 30: Battle on the Boardwalk,Sean Sherk,75%,16,5,4,Tiki Ghosn,14%,7,0,0,February 23 2001,"Atlantic City, New Jersey, USA",2,2,Welterweight,Sean Sherk,SUB
UFC 22: Only One Can be Champion,Matt Hughes,65%,117,9,5,Valeri Ignatov,28%,25,0,0,September 24 1999,"Lake Charles, Louisiana, USA",3,3,Lightweight,Matt Hughes,U-DEC
UFC 30: Battle on the Boardwalk,Bobby Hoffman,86%,23,0,0,Mark Robinson,0%,1,0,0,February 23 2001,"Atlantic City, New Jersey, USA",2,1,Heavyweight,Bobby Hoffman,Overturned
